review_group,SITE_SK,DIRECTION_SK,start,end,action,confidence,diagnosis,reviewer,status
G0547,568,329,2017-02-04,2017-02-04,missing,high,Spurious counts: a Saturday with 500-1100 per slot from 12:00 to 16:30.,count-reviewer,proposed
G0547,568,329,2017-02-07,2017-02-07,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2017-10-30,2017-10-30,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2017-11-22,2017-11-22,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2017-12-04,2017-12-04,missing,high,Single-slot spike.,count-reviewer,proposed
G0547,568,329,2017-12-27,2017-12-27,missing,high,Evening spikes on a holiday-period day.,count-reviewer,proposed
G0547,568,329,2018-03-12,2018-03-12,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2018-04-11,2018-04-11,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2018-05-04,2018-05-04,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2019-09-13,2019-09-13,uncertain,low,"Citybound AM peak about three times normal on one Friday, alternating high and low slots; could be an organised ride or a glitch.",count-reviewer,proposed
G0551,551,,2016-06-04,2016-06-06,restore,high,zero_outage removed the genuinely near-empty counts of the 4-5 June 2016 East Coast Low storm; the counter was working.,count-reviewer,proposed
G0551,551,332,2017-12-25,2017-12-25,restore,medium,Christmas Day afternoon lull flagged as outage.,count-reviewer,proposed
G0551,551,332,2020-02-09,2020-02-10,restore,high,zero_outage removed real low counts on the 9 Feb 2020 heavy-rain Sunday and the following early morning.,count-reviewer,proposed
G0551,551,332,2025-05-18,2025-05-18,restore,medium,Sunday early-morning zeros flagged as outage; the counter was working.,count-reviewer,proposed
G0551,551,333,2016-08-28,2016-08-28,restore,medium,Overnight/early-morning Sunday zeros flagged as outage; the counter was working.,count-reviewer,proposed
G0551,551,333,2017-05-27,2017-05-27,restore,medium,Saturday small-hours zeros flagged as outage; the counter was working.,count-reviewer,proposed
G0551,551,333,2018-12-14,2019-02-25,uncertain,low,Throughout this window southbound sporadically carries extra midday/afternoon counts on weekdays that may be spurious detections.,count-reviewer,proposed
G0551,551,333,2018-12-17,2018-12-21,missing,medium,Southbound counted large spurious midday volumes (likely non-bike detections such as works activity) that neither the northbound direction nor nearby sites show.,count-reviewer,proposed
G0551,551,333,2019-01-10,2019-01-10,missing,low,Same spurious southbound midday/afternoon excess as in mid-December 2018.,count-reviewer,proposed
G0551,551,333,2024-10-29,2024-10-29,uncertain,medium,"One of two channels is duplicated in every slot (3 records per slot) and was not removed by duplicate_load, so the day is overcounted by about 5%.",count-reviewer,proposed
G0560,560,,2020-11-16,2020-11-30,restore,high,From 16 Nov 2020 each direction has two genuine channels whose values differ from slot to slot; duplicate_load dropped the second channel wherever the two happened to be equal.,count-reviewer,proposed
G0560,560,,2021-08-23,2021-08-25,restore,high,"A day of heavy rain (24 Aug 2021) cut riding everywhere; the trickle counts are real, not an outage.",count-reviewer,proposed
G0560,560,331,2014-10-06,2014-10-10,restore,medium,"The path had not fully opened yet, so the near-zero counts are real; zero_outage wrongly removed them in one direction only.",count-reviewer,proposed
G0560,560,331,2016-06-19,2016-06-20,restore,medium,"A wet, quiet Sunday was flagged as an outage in one direction, but the low counts are real.",count-reviewer,proposed
G0562,562,1787,2026-02-07,2026-02-07,uncertain,low,An isolated northbound late-evening spike could be a sensor artefact or a group ride.,count-reviewer,proposed
G0562,562,1787,2026-05-17,2026-05-17,missing,medium,"A single isolated 15-minute spike northbound, most likely a sensor artefact, inflates the day and its week.",count-reviewer,rejected
G0565,565,1795,2025-06-30,2025-07-03,restore,high,"zero_outage flagged a genuine low-traffic (wet weather) spell in the North direction; the South direction on the same counter fell identically, so the raw counts are real.",count-reviewer,proposed
G0565,565,1795,2025-09-09,2025-09-11,restore,high,"zero_outage flagged a genuine low-traffic (wet weather) spell in the North direction; the South direction fell by the same amount, so the raw counts are real.",count-reviewer,proposed
G0569,569,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1838, so the site total is right but the split is not.",count-reviewer,proposed
G0569,569,1838,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,569,1838,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,570,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1820, so the site total is right but the split is not.",count-reviewer,proposed
G0569,570,1820,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,570,1820,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,571,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1817, so the site total is right but the split is not.",count-reviewer,proposed
G0569,571,1817,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,571,1817,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,572,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1828, so the site total is right but the split is not.",count-reviewer,proposed
G0569,572,1828,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,572,1828,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,573,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1851, so the site total is right but the split is not.",count-reviewer,proposed
G0569,573,1851,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,573,1851,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,574,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1848, so the site total is right but the split is not.",count-reviewer,proposed
G0569,574,,2026-08-29,2026-08-29,missing,medium,"45-minute burst on Sat 29 Aug appears only in this footpath zone, with no matching flow in the zones riders would have come through, so it looks like misclassification (e.g. a crowd of pedestrians), not bikes.",count-reviewer,proposed
G0569,574,1848,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,574,1848,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,575,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1853, so the site total is right but the split is not.",count-reviewer,proposed
G0569,575,1853,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,575,1853,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,576,,2025-12-29,2026-03-09,direction_unreliable,high,"Before the second direction was set up on 9 Mar 2026, both directions of travel at this zone were reported under DIRECTION_SK 1813, so the site total is right but the split is not.",count-reviewer,proposed
G0569,576,1813,2025-12-30,2026-01-26,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
G0569,576,1813,2026-01-28,2026-03-09,restore,high,"Until 9 Mar 2026 this direction carried two records per slot, one per direction of travel, so duplicate_measurement/duplicate_load threw away the other direction's real counts.",count-reviewer,proposed
